0.000000 	 0.000000 	 0.000000 	 0.000000 	 0.000000 
0.000000 	 0.100000 	 0.000000 	 0.040000 	 0.973080 
0.000000 	 0.200000 	 0.000000 	 0.040000 	 1.539840 
0.000000 	 0.300000 	 0.000000 	 0.040000 	 1.771560 
0.000000 	 0.400000 	 0.000000 	 0.040000 	 1.739520 
0.000000 	 0.500000 	 0.000000 	 0.040000 	 1.515000 
0.000000 	 0.600000 	 0.000000 	 0.040000 	 1.169280 
0.000000 	 0.700000 	 0.000000 	 0.040000 	 0.773640 
0.000000 	 0.800000 	 -0.000000 	 0.040000 	 0.399360 
0.000000 	 0.900000 	 -0.000000 	 0.040000 	 0.117720 
0.000000 	 1.000000 	 -0.000000 	 0.040000 	 0.000000 
0.100000 	 0.000000 	 0.040000 	 0.000000 	 0.973080 
0.100000 	 0.100000 	 0.028284 	 0.028284 	 1.177587 
0.100000 	 0.200000 	 0.018912 	 0.035247 	 1.464230 
0.100000 	 0.300000 	 0.014280 	 0.037364 	 1.545831 
0.100000 	 0.400000 	 0.011544 	 0.038298 	 1.425787 
0.100000 	 0.500000 	 0.009370 	 0.038887 	 1.157199 
0.100000 	 0.600000 	 0.006489 	 0.039470 	 0.805550 
0.100000 	 0.700000 	 -0.000871 	 0.039991 	 0.446146 
0.100000 	 0.800000 	 -0.028318 	 0.028250 	 0.212047 
0.100000 	 0.900000 	 -0.039879 	 -0.003113 	 0.291404 
0.100000 	 1.000000 	 -0.040000 	 -0.000000 	 0.430920 
0.200000 	 0.000000 	 0.040000 	 0.000000 	 1.539840 
0.200000 	 0.100000 	 0.035247 	 0.018912 	 1.464230 
0.200000 	 0.200000 	 0.028284 	 0.028284 	 1.471687 
0.200000 	 0.300000 	 0.023126 	 0.032637 	 1.368212 
0.200000 	 0.400000 	 0.019183 	 0.035100 	 1.129019 
0.200000 	 0.500000 	 0.014761 	 0.037177 	 0.790820 
0.200000 	 0.600000 	 0.003998 	 0.039800 	 0.422596 
0.200000 	 0.700000 	 -0.034733 	 0.019839 	 0.238802 
0.200000 	 0.800000 	 -0.039078 	 -0.008538 	 0.467740 
0.200000 	 0.900000 	 -0.038975 	 -0.008996 	 0.725136 
0.200000 	 1.000000 	 -0.040000 	 -0.000000 	 0.956160 
0.300000 	 0.000000 	 0.040000 	 0.000000 	 1.771560 
0.300000 	 0.100000 	 0.037364 	 0.014280 	 1.545831 
0.300000 	 0.200000 	 0.032637 	 0.023126 	 1.368212 
0.300000 	 0.300000 	 0.028284 	 0.028284 	 1.115475 
0.300000 	 0.400000 	 0.023964 	 0.032027 	 0.769752 
0.300000 	 0.500000 	 0.014441 	 0.037302 	 0.369950 
0.300000 	 0.600000 	 -0.038918 	 0.009242 	 0.199436 
0.300000 	 0.700000 	 -0.037127 	 -0.014887 	 0.562011 
0.300000 	 0.800000 	 -0.036991 	 -0.015221 	 0.918323 
0.300000 	 0.900000 	 -0.038733 	 -0.009988 	 1.215340 
0.300000 	 1.000000 	 -0.040000 	 -0.000000 	 1.504440 
0.400000 	 0.000000 	 0.040000 	 0.000000 	 1.739520 
0.400000 	 0.100000 	 0.038298 	 0.011544 	 1.425787 
