0.400000 	 0.200000 	 0.035100 	 0.019183 	 1.129019 
0.400000 	 0.300000 	 0.032027 	 0.023964 	 0.769752 
0.400000 	 0.400000 	 0.028284 	 0.028284 	 0.342127 
0.400000 	 0.500000 	 -0.037875 	 -0.012865 	 0.139914 
0.400000 	 0.600000 	 -0.033573 	 -0.021746 	 0.603922 
0.400000 	 0.700000 	 -0.034162 	 -0.020807 	 1.031875 
0.400000 	 0.800000 	 -0.036102 	 -0.017223 	 1.391252 
0.400000 	 0.900000 	 -0.038595 	 -0.010510 	 1.689435 
0.400000 	 1.000000 	 -0.040000 	 -0.000000 	 2.004480 
0.500000 	 0.000000 	 0.040000 	 0.000000 	 1.515000 
0.500000 	 0.100000 	 0.038887 	 0.009370 	 1.157199 
0.500000 	 0.200000 	 0.037177 	 0.014761 	 0.790820 
0.500000 	 0.300000 	 0.037302 	 0.014441 	 0.369950 
0.500000 	 0.400000 	 -0.012865 	 -0.037875 	 0.139914 
0.500000 	 0.500000 	 -0.028284 	 -0.028284 	 0.615183 
0.500000 	 0.600000 	 -0.030451 	 -0.025937 	 1.083716 
0.500000 	 0.700000 	 -0.032594 	 -0.023187 	 1.491088 
0.500000 	 0.800000 	 -0.035361 	 -0.018697 	 1.815548 
0.500000 	 0.900000 	 -0.038388 	 -0.011243 	 2.078800 
0.500000 	 1.000000 	 -0.040000 	 -0.000000 	 2.385000 
0.600000 	 0.000000 	 0.040000 	 0.000000 	 1.169280 
0.600000 	 0.100000 	 0.039470 	 0.006489 	 0.805550 
0.600000 	 0.200000 	 0.039800 	 0.003998 	 0.422596 
0.600000 	 0.300000 	 0.009242 	 -0.038918 	 0.199436 
0.600000 	 0.400000 	 -0.021746 	 -0.033573 	 0.603922 
0.600000 	 0.500000 	 -0.025937 	 -0.030451 	 1.083716 
0.600000 	 0.600000 	 -0.028284 	 -0.028284 	 1.523278 
0.600000 	 0.700000 	 -0.030913 	 -0.025385 	 1.878212 
0.600000 	 0.800000 	 -0.034277 	 -0.020617 	 2.130755 
0.600000 	 0.900000 	 -0.037992 	 -0.012513 	 2.316586 
0.600000 	 1.000000 	 -0.040000 	 -0.000000 	 2.574720 
0.700000 	 0.000000 	 0.040000 	 0.000000 	 0.773640 
0.700000 	 0.100000 	 0.039991 	 -0.000871 	 0.446146 
0.700000 	 0.200000 	 0.019839 	 -0.034733 	 0.238802 
0.700000 	 0.300000 	 -0.014887 	 -0.037127 	 0.562011 
0.700000 	 0.400000 	 -0.020807 	 -0.034162 	 1.031875 
0.700000 	 0.500000 	 -0.023187 	 -0.032594 	 1.491088 
0.700000 	 0.600000 	 -0.025385 	 -0.030913 	 1.878212 
0.700000 	 0.700000 	 -0.028284 	 -0.028284 	 2.148982 
0.700000 	 0.800000 	 -0.032312 	 -0.023578 	 2.286629 
0.700000 	 0.900000 	 -0.037167 	 -0.014785 	 2.340501 
0.700000 	 1.000000 	 -0.040000 	 -0.000000 	 2.502360 
0.800000 	 0.000000 	 0.040000 	 -0.000000 	 0.399360 
0.800000 	 0.100000 	 0.028250 	 -0.028318 	 0.212047 
0.800000 	 0.200000 	 -0.008538 	 -0.039078 	 0.467740 
0.800000 	 0.300000 	 -0.015221 	 -0.036991 	 0.918323 
0.800000 	 0.400000 	 -0.017223 	 -0.036102 	 1.391252 
0.800000 	 0.500000 	 -0.018697 	 -0.035361 	 1.815548 
0.800000 	 0.600000 	 -0.020617 	 -0.034277 	 2.130755 
0.800000 	 0.700000 	 -0.023578 	 -0.032312 	 2.286629 
0.800000 	 0.800000 	 -0.028284 	 -0.028284 	 2.259121 
0.800000 	 0.900000 	 -0.035132 	 -0.019125 	 2.102985 
0.800000 	 1.000000 	 -0.040000 	 -0.000000 	 2.096640 
0.900000 	 0.000000 	 0.040000 	 -0.000000 	 0.117720 
0.900000 	 0.100000 	 -0.003113 	 -0.039879 	 0.291404 
0.900000 	 0.200000 	 -0.008996 	 -0.038975 	 0.725136 
0.900000 	 0.300000 	 -0.009988 	 -0.038733 	 1.215340 
0.900000 	 0.400000 	 -0.010510 	 -0.038595 	 1.689435 
0.900000 	 0.500000 	 -0.011243 	 -0.038388 	 2.078800 
0.900000 	 0.600000 	 -0.012513 	 -0.037992 	 2.316586 
0.900000 	 0.700000 	 -0.014785 	 -0.037167 	 2.340501 
0.900000 	 0.800000 	 -0.019125 	 -0.035132 	 2.102985 
0.900000 	 0.900000 	 -0.028284 	 -0.028284 	 1.620519 
0.900000 	 1.000000 	 -0.040000 	 -0.000000 	 1.286280 
1.000000 	 0.000000 	 0.040000 	 -0.000000 	 0.000000 
1.000000 	 0.100000 	 -0.000000 	 -0.040000 	 0.430920 
1.000000 	 0.200000 	 -0.000000 	 -0.040000 	 0.956160 
1.000000 	 0.300000 	 -0.000000 	 -0.040000 	 1.504440 
1.000000 	 0.400000 	 -0.000000 	 -0.040000 	 2.004480 
1.000000 	 0.500000 	 -0.000000 	 -0.040000 	 2.385000 
1.000000 	 0.600000 	 -0.000000 	 -0.040000 	 2.574720 
1.000000 	 0.700000 	 -0.000000 	 -0.040000 	 2.502360 
1.000000 	 0.800000 	 -0.000000 	 -0.040000 	 2.096640 
1.000000 	 0.900000 	 -0.000000 	 -0.040000 	 1.286280 
1.000000 	 1.000000 	 -0.028284 	 -0.028284 	 0.000000 
